column	type	label	min	max
CVD_Dyslipidemia_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for dyslipidemia >10 years prior to index date	9862	17987
CVD_Dyslipidemia_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for dyslipidemia >10 years prior to index date	0	1
CVD_PVD_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for peripheral vascular disease >10 years prior to index date	12935	15934
CVD_PVD_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for peripheral vascular disease >10 years prior to index date	0	1
KidneyDisease_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for kidney disease >10 years prior to index date	11052	17605
KidneyDisease_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for kidney disease >10 years prior to index date	0	1
Thrombosis_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for thrombosis >10 years prior to index date	10593	17406
Thrombosis_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for thrombosis >10 years prior to index date	0	1
Thrombosis_Vein_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for non-CHD thrombosis - vein thrombosis/coagulation problem >10 years prior to index date	10593	17406
Thrombosis_Vein_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for non-CHD thrombosis - vein thrombosis/coagulation problem >10 years prior to index date	0	1
Allergy_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for allergy >10 years prior to index date	9862	17482
Allergy_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for allergy >10 years prior to index date	0	1
Allergy_Asthma_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for asthma >10 years prior to index date	9862	17482
Allergy_Asthma_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for asthma >10 years prior to index date	0	1
Allergy_Eczema_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for eczema >10 years prior to index date	10290	17245
Allergy_Eczema_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for eczema >10 years prior to index date	0	1
Allergy_Hayfever_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for hay fever >10 years prior to index date	9862	17080
Allergy_Hayfever_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for hay fever >10 years prior to index date	0	1
Allergy_Other_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for other allergies >10 years prior to index date	10353	17346
Allergy_Other_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for other allergies >10 years prior to index date	0	1
Diabetes_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for diabetes >10 years prior to index date	10125	17846
Diabetes_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for diabetes >10 years prior to index date	0	1
Diabetes_DMT2_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for type 2 diabetes >10 years prior to index date	10227	17846
Diabetes_DMT2_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for type 2 diabetes >10 years prior to index date	0	1
PolCystFibro_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for polyps, cysts and fibrosis >10 years prior to index date	9862	17549
PolCystFibro_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for polyps, cysts and fibrosis >10 years prior to index date	0	1
PolCystFibro_BNeo_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for benign neoplasms >10 years prior to index date	10381	17549
PolCystFibro_BNeo_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for benign neoplasms >10 years prior to index date	0	1
PolCystFibro_BNeo_CR_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for colorectal polyps >10 years prior to index date	12306	15396
PolCystFibro_BNeo_CR_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for colorectal polyps >10 years prior to index date	0	1
PolCystFibro_Fem_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for female polyps or cysts >10 years prior to index date	9862	16802
PolCystFibro_Fem_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for female polyps or cysts >10 years prior to index date	0	1
PolCystFibro_CystSkin_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for skin cysts >10 years prior to index date	9862	16504
PolCystFibro_CystSkin_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for skin cysts >10 years prior to index date	0	1
PolCystFibro_CystOth_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for other cysts >10 years prior to index date	10091	16866
PolCystFibro_CystOth_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for other cysts >10 years prior to index date	0	1
EyeConditions_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for eye conditions >10 years prior to index date	9862	17472
EyeConditions_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for eye conditions >10 years prior to index date	0	1
EyeConditions_Glau_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for glaucoma >10 years prior to index date	9862	16635
EyeConditions_Glau_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for glaucoma >10 years prior to index date	0	1
EyeConditions_MacDeg_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for macular degeneration >10 years prior to index date	10163	16587
EyeConditions_MacDeg_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for macular degeneration >10 years prior to index date	0	1
EyeConditions_Other_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for other eye conditions >10 years prior to index date	10526	17072
EyeConditions_Other_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for other eye conditions >10 years prior to index date	0	1
EyeConditions_Cata_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for cataracts  >10 years prior to index date	10136	17472
EyeConditions_Cata_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for cataracts  >10 years prior to index date	0	1
VaricoseVeins_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for varicose veins >10 years prior to index date	9862	17300
VaricoseVeins_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for varicose veins >10 years prior to index date	0	1
StrokeRelated_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for stroke-related >10 years prior to index date	10518	17541
StrokeRelated_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for stroke-related >10 years prior to index date	0	1
StrokeRelated_Stroke_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for stroke >10 years prior to index date	10552	17745
StrokeRelated_Stroke_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for stroke >10 years prior to index date	0	1
StrokeRelated_TIA_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for TIA >10 years prior to index date	10593	16895
StrokeRelated_TIA_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for TIA >10 years prior to index date	0	1
Osteoarthritis_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for osteoarthritis >10 years prior to index date	9862	17743
Osteoarthritis_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for osteoarthritis >10 years prior to index date	0	1
Osteoporosis_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for osteoporosis >10 years prior to index date	10805	17015
Osteoporosis_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for osteoporosis >10 years prior to index date	0	1
Anemia_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for anemia >10 years prior to index date	9862	16538
Anemia_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for anemia >10 years prior to index date	0	1
ThyroidDisease_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for thyroid disease >10 years prior to index date	10673	16755
ThyroidDisease_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for thyroid disease >10 years prior to index date	0	1
WeightProb_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for weight problems >10 years prior to index date	10317	17749
WeightProb_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for weight problems >10 years prior to index date	0	1
WeightProb_Overweight_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for overweight >10 years prior to index date	12214	17045
WeightProb_Overweight_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for overweight >10 years prior to index date	0	1
WeightProb_Obese_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for obesity >10 years prior to index date	10317	17749
WeightProb_Obese_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for obesity >10 years prior to index date	0	1
InSitu_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for  in-situ cancers >10 years prior to index date	10227	15949
InSitu_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for  in-situ cancers >10 years prior to index date	0	1
Gallbladder_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for gallbladder >10 years prior to index date	10074	16779
Gallbladder_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for gallbladder >10 years prior to index date	0	1
Psychiatric_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for psychiatric disorders >10 years prior to index date	9862	17904
Psychiatric_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for psychiatric disorders >10 years prior to index date	0	1
Psychiatric_Depress_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for depression >10 years prior to index date	9862	17419
Psychiatric_Depress_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for depression >10 years prior to index date	0	1
Psychiartic_Anxiety_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for anxiety >10 years prior to index date	9929	16245
Psychiartic_Anxiety_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for anxiety >10 years prior to index date	0	1
Psychiatric_Panic_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for panic disorders >10 years prior to index date	11179	16380
Psychiatric_Panic_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for panic disorders >10 years prior to index date	0	1
Psychiatric_Other_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for other psychiatric disorders >10 years prior to index date	11590	17904
Psychiatric_Other_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for other psychiatric disorders >10 years prior to index date	0	1
Hernia_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for hernia >10 years prior to index date	9862	16981
Hernia_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for hernia >10 years prior to index date	0	1
NeuroDis_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for neurological problems/disorders >10 years prior to index date	9862	17583
NeuroDis_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for neurological problems/disorders >10 years prior to index date	0	1
NeuroDis_Epilepsy_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for epilepsy >10 years prior to index date	10227	17210
NeuroDis_Epilepsy_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for epilepsy >10 years prior to index date	0	1
NeuroDis_PainSens_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for pain or strange sensations >10 years prior to index date	9862	17583
NeuroDis_PainSens_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for pain or strange sensations >10 years prior to index date	0	1
NeuroDis_Park_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for Parkinsons >10 years prior to index date	11323	16437
NeuroDis_Park_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for Parkinsons >10 years prior to index date	0	1
NeuroDis_MS_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for multiple sclerosis >10 years prior to index date	10946	16608
NeuroDis_MS_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for multiple sclerosis >10 years prior to index date	0	1
DementiaAlzheimers_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for dementia/Alzheimers >10 years prior to index date	12675	16146
DementiaAlzheimers_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for dementia/Alzheimers >10 years prior to index date	0	1
Alcohol_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for alcohol >10 years prior to index date	9862	17614
Alcohol_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for alcohol >10 years prior to index date	0	1
Alcohol_Former_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for former alcohol consumption >10 years prior to index date	11049	16918
Alcohol_Former_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for former alcohol consumption >10 years prior to index date	0	1
Alcohol_None_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for no alcohol consumption >10 years prior to index date	10030	17231
Alcohol_None_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for no alcohol consumption >10 years prior to index date	0	1
Alcohol_Consume_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for alcohol consumption >10 years prior to index date	10227	17614
Alcohol_Consume_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for alcohol consumption >10 years prior to index date	0	1
Alcohol_Consume_Low_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for alcohol consumption - light >10 years prior to index date	10239	17484
Alcohol_Consume_Low_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for alcohol consumption - light >10 years prior to index date	0	1
Alcohol_Consume_High_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for alcohol consumption - heavy >10 years prior to index date	10346	16869
Alcohol_Consume_High_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for alcohol consumption - heavy >10 years prior to index date	0	1
Alcohol_Consume_NA_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for alcohol consumption - level unknown >10 years prior to index date	10227	17807
Alcohol_Consume_NA_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for alcohol consumption - level unknown >10 years prior to index date	0	1
MaleConditions_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for male conditions >10 years prior to index date	9862	17171
MaleConditions_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for male conditions >10 years prior to index date	0	1
MaleConditions_ED_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for erectile dysfunction >10 years prior to index date	12921	17171
MaleConditions_ED_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for erectile dysfunction >10 years prior to index date	0	1
MaleConditions_BPH_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for benign prostate hyperplasia >10 years prior to index date	9862	17014
MaleConditions_BPH_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for benign prostate hyperplasia >10 years prior to index date	0	1
Keratosis_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for keratosis >10 years prior to index date	10227	17636
Keratosis_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for keratosis >10 years prior to index date	0	1
IBS_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for IBS >10 years prior to index date	9862	17224
IBS_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for IBS >10 years prior to index date	0	1
FemaleConditions_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for female conditions >10 years prior to index date	9862	17689
FemaleConditions_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for female conditions >10 years prior to index date	0	1
InfectInflam_AI_Lupus_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for Lupus >10 years prior to index date	10884	10884
InfectInflam_AI_Lupus_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for Lupus >10 years prior to index date	0	1
InfectInflam_AI_IDP_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for IDP >10 years prior to index date	Inf	-Inf
InfectInflam_AI_IDP_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for IDP >10 years prior to index date	0	0
InfectInflam_AI_oth2_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for AI other >10 years prior to index date	9862	16272
InfectInflam_AI_oth2_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for AI other >10 years prior to index date	0	1
InfectInflam_AI_Alo_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for Alopecia >10 years prior to index date	13730	13730
InfectInflam_AI_Alo_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for Alopecia >10 years prior to index date	0	1
InfectInflam_AI_PolyR_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for Polymylagia rheumatica >10 years prior to index date	10593	17384
InfectInflam_AI_PolyR_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for Polymylagia rheumatica >10 years prior to index date	0	1
InfectInflam_AI_Rose_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for Rosacea >10 years prior to index date	9862	17135
InfectInflam_AI_Rose_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for Rosacea >10 years prior to index date	0	1
InfectInflam_GI_Dys_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for Dyspepsia >10 years prior to index date	9862	16918
InfectInflam_GI_Dys_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for Dyspepsia >10 years prior to index date	0	1
InfectInflam_GI_Ulc_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for Ulcer >10 years prior to index date	9862	16459
InfectInflam_GI_Ulc_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for Ulcer >10 years prior to index date	0	1
InfectInflam_GI_Other_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for GI Other >10 years prior to index date	11123	15341
InfectInflam_GI_Other_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for GI Other >10 years prior to index date	0	1
InfectInflam_GI_Gastr_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for Gastritis >10 years prior to index date	11101	15705
InfectInflam_GI_Gastr_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for Gastritis >10 years prior to index date	0	1
InfectInflam_GI_Ose_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for Oseophagitis >10 years prior to index date	11259	15508
InfectInflam_GI_Ose_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for Oseophagitis >10 years prior to index date	0	1
InfectInflam_GI_Inf_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for GI Infectious >10 years prior to index date	10563	15308
InfectInflam_GI_Inf_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for GI Infectious >10 years prior to index date	0	1
InfectInflam_GI_Chol_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for Cholecystitis >10 years prior to index date	12656	13144
InfectInflam_GI_Chol_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for Cholecystitis >10 years prior to index date	0	1
InfectInflam_GI_IChol_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for Infectious Cholecystitis >10 years prior to index date	13794	14631
InfectInflam_GI_IChol_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for Infectious Cholecystitis >10 years prior to index date	0	1
InfectInflam_GI_GERD_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for GERD >10 years prior to index date	10227	17463
InfectInflam_GI_GERD_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for GERD >10 years prior to index date	0	1
InfectInflam_GI_HP_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for HP >10 years prior to index date	12835	17416
InfectInflam_GI_HP_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for HP >10 years prior to index date	0	1
InfectInflam_GI_NIIGC_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for NIIGC >10 years prior to index date	14312	14312
InfectInflam_GI_NIIGC_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for NIIGC >10 years prior to index date	0	1
InfectInflam_GI_Aden_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for Adenitis >10 years prior to index date	Inf	-Inf
InfectInflam_GI_Aden_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for Adenitis >10 years prior to index date	0	0
InfectInflam_GI_Calc_alt_gt10_d	numeric	1st Medcode Event Date: Ever have 2+ MEDCODES 30 days apart for Calculus >10 years prior to index date	Inf	-Inf
InfectInflam_GI_Calc_alt_gt10	numeric	Flag: Ever have 2+ MEDCODES 30 days apart for Calculus >10 years prior to index date	0	0
FHcancer_anyafter	numeric	Flag: Ever have a MEDCODE for family history of cancer from index to exit date	0	0
FHcancer_anyprior	numeric	Flag: Ever have a MEDCODE for family history of cancer prior to index date, last prior to DX	0	1
flag_shs	numeric	Flag: ever have a record of entity data indicating being exposed to second hand smoke	0	1
flag_shs_first_date	numeric	Date of first exposure to second hand smoke	12801	21454
antacid	numeric	Flag: Ever have a PRODCODE for antacid 1 to 10 years prior to index date	0	1
antacid_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for antacid 1 to 10 years prior to index date	10526	21369
antimuscar	numeric	Flag: Ever have a PRODCODE for antimuscarinic 1 to 10 years prior to index date	0	1
antimuscar_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for antimuscarinic 1 to 10 years prior to index date	10405	21210
otherantispa	numeric	Flag: Ever have a PRODCODE for other antispasmodic 1 to 10 years prior to index date	0	1
otherantispa_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for other antispasmodic 1 to 10 years prior to index date	10476	21161
h2rec	numeric	Flag: Ever have a PRODCODE for H2 receptor antagonist 1 to 10 years prior to index date	0	1
h2rec_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for H2 receptor antagonist 1 to 10 years prior to index date	10036	21367
proton	numeric	Flag: Ever have a PRODCODE for proton pump inhibitor 1 to 10 years prior to index date	0	1
proton_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for proton pump inhibitor 1 to 10 years prior to index date	11240	21390
antimot	numeric	Flag: Ever have a PRODCODE for antimotility 1 to 10 years prior to index date	0	1
antimot_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for antimotility 1 to 10 years prior to index date	10577	21369
amino	numeric	Flag: Ever have a PRODCODE for aminosalicylate 1 to 10 years prior to index date	0	1
amino_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for aminosalicylate 1 to 10 years prior to index date	10601	21418
gimisc	numeric	Flag: Ever have a PRODCODE for GI miscellaneous 1 to 10 years prior to index date	0	1
gimisc_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for GI miscellaneous 1 to 10 years prior to index date	10821	21255
cardiacgly	numeric	Flag: Ever have a PRODCODE for cardiac glycoside 1 to 10 years prior to index date	0	1
cardiacgly_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for cardiac glycoside 1 to 10 years prior to index date	10638	21370
thiaz	numeric	Flag: Ever have a PRODCODE for thiazide diuretic/combo 1 to 10 years prior to index date	0	1
thiaz_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for thiazide diuretic/combo 1 to 10 years prior to index date	10195	21199
loop	numeric	Flag: Ever have a PRODCODE for loop diuretic 1 to 10 years prior to index date	0	1
loop_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for loop diuretic 1 to 10 years prior to index date	10630	21367
potcombo	numeric	Flag: Ever have a PRODCODE for potassium sparing diuretics combo 1 to 10 years prior to index date	0	1
potcombo_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for potassium sparing diuretics combo 1 to 10 years prior to index date	10524	21060
suprav	numeric	Flag: Ever have a PRODCODE for supraventricular/ventricular drug 1 to 10 years prior to index date	0	1
suprav_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for supraventricular/ventricular drug 1 to 10 years prior to index date	10773	20997
beta	numeric	Flag: Ever have a PRODCODE for beta-adrenoceptor blocking drug 1 to 10 years prior to index date	0	1
beta_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for beta-adrenoceptor blocking drug 1 to 10 years prior to index date	10181	21488
ace	numeric	Flag: Ever have a PRODCODE for other ACE inhibitor combo 1 to 10 years prior to index date	0	1
ace_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for other ACE inhibitor combo 1 to 10 years prior to index date	10588	21367
angiotensin	numeric	Flag: Ever have a PRODCODE for angiotensin 1 to 10 years prior to index date	0	1
angiotensin_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for angiotensin 1 to 10 years prior to index date	12926	21172
nitrates	numeric	Flag: Ever have a PRODCODE for nitrates 1 to 10 years prior to index date	0	1
nitrates_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for nitrates 1 to 10 years prior to index date	10027	21346
calc	numeric	Flag: Ever have a PRODCODE for calcium channel blocker 1 to 10 years prior to index date	0	1
calc_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for calcium channel blocker 1 to 10 years prior to index date	10447	21312
antianginal	numeric	Flag: Ever have a PRODCODE for other antianginal drug 1 to 10 years prior to index date	0	1
antianginal_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for other antianginal drug 1 to 10 years prior to index date	12950	21326
oral	numeric	Flag: Ever have a PRODCODE for oral anticoagulant 1 to 10 years prior to index date	0	1
